incident_id,delivery_id,incident_date,incident_type,resolution_status,delivery_status
INC010941,D0048742,2025-04-23,Lost parcel,Resolved,VALID
INC010942,D0048745,2025-04-02,Customer complaint,Resolved,VALID
INC010943,D0048748,2025-04-03,Lost parcel,Resolved,VALID
INC010944,D0048749,2025-04-11,Vehicle breakdown,Resolved,VALID
INC010945,D0048752,2025-04-20,Damaged parcel,Resolved,VALID
INC010946,D0048755,2025-04-24,Late delivery,Resolved,VALID
INC010947,D0048756,2025-04-17,Damaged parcel,Escalated,VALID
INC010948,D0048757,2025-04-16,Damaged parcel,Pending,VALID
INC010949,D0048759,2025-05-31,Wrong address,Resolved,VALID
INC010950,D0048766,2025-05-26,Late delivery,Resolved,VALID
INC010951,D0048767,2025-05-03,Wrong address,Resolved,VALID
INC010952,D0048770,2025-05-03,Late delivery,Resolved,VALID
INC010953,D0048774,2025-05-06,Customer complaint,Resolved,VALID
INC010954,D0048775,2025-05-01,Damaged parcel,Resolved,VALID
INC010955,D0048779,2025-05-16,Late delivery,Resolved,VALID
INC010956,D0048782,2025-05-27,Late delivery,Escalated,VALID
INC010957,D0048788,2025-05-08,Damaged parcel,Escalated,VALID
INC010958,D0048805,2025-05-07,Wrong address,Resolved,VALID
INC010959,D0048806,2025-05-24,Customer complaint,Resolved,VALID
INC010960,D0048807,2025-05-31,Vehicle breakdown,Escalated,VALID
INC010961,D0048808,2025-05-01,Customer complaint,Resolved,VALID
INC010962,D0048811,2025-05-28,Customer complaint,Resolved,VALID
INC010963,D0048813,2025-05-03,Customer complaint,Resolved,VALID
INC010964,D0048816,2025-05-06,Wrong address,Resolved,VALID
INC010965,D0048819,2025-05-12,Customer complaint,Resolved,VALID
INC010966,D0048820,2025-05-01,Wrong address,Resolved,VALID
INC010967,D0048824,2025-05-17,Damaged parcel,Resolved,VALID
INC010968,D0048831,2025-05-22,Late delivery,Resolved,VALID
INC010969,D0048832,2025-05-28,Customer complaint,Resolved,VALID
INC010970,D0048833,2025-05-13,Lost parcel,Resolved,VALID
INC010971,D0048840,2025-05-22,Late delivery,Resolved,VALID
INC010972,D0048850,2025-05-25,Vehicle breakdown,Resolved,VALID
INC010973,D0048861,2025-05-16,Customer complaint,Resolved,VALID
INC010974,D0048865,2025-05-28,Damaged parcel,Escalated,VALID
INC010975,D0048866,2025-05-06,Customer complaint,Resolved,VALID
INC010976,D0048870,2025-05-14,Wrong address,Pending,VALID
INC010977,D0048879,2025-06-10,Vehicle breakdown,Resolved,VALID
INC010978,D0048880,2025-06-05,Customer complaint,Resolved,VALID
INC010979,D0048881,2025-06-26,Customer complaint,Escalated,VALID
INC010980,D0048883,2025-06-27,Damaged parcel,Resolved,VALID
INC010981,D0048884,2025-06-25,Vehicle breakdown,Resolved,VALID
INC010982,D0048888,2025-06-06,Vehicle breakdown,Resolved,VALID
INC010983,D0048891,2025-06-08,Vehicle breakdown,Resolved,VALID
INC010984,D0048893,2025-06-30,Damaged parcel,Resolved,VALID
INC010985,D0048901,2025-06-02,Damaged parcel,Resolved,VALID
INC010986,D0048902,2025-06-26,Late delivery,Resolved,VALID
INC010987,D0048905,2025-06-01,Wrong address,Resolved,VALID
INC010988,D0048907,2025-06-02,Wrong address,Resolved,VALID
INC010989,D0048908,2025-06-26,Late delivery,Resolved,VALID
INC010990,D0048909,2025-06-26,Customer complaint,Resolved,VALID
INC010991,D0048920,2025-06-30,Late delivery,Escalated,VALID
INC010992,D0048922,2025-06-10,Late delivery,Pending,VALID
INC010993,D0048923,2025-06-18,Lost parcel,Escalated,VALID
INC010994,D0048933,2025-06-14,Lost parcel,Resolved,VALID
INC010995,D0048937,2025-06-22,Damaged parcel,Resolved,VALID
INC010996,D0048938,2025-06-09,Damaged parcel,Resolved,VALID
INC010997,D0048941,2025-06-04,Damaged parcel,Pending,VALID
INC010998,D0048942,2025-06-20,Late delivery,Resolved,VALID
INC010999,D0048957,2025-06-24,Customer complaint,Resolved,VALID
INC011000,D0048958,2025-06-22,Damaged parcel,Resolved,VALID
INC011001,D0048966,2025-06-06,Vehicle breakdown,Resolved,VALID
INC011002,D0048968,2025-06-06,Wrong address,Resolved,VALID
INC011003,D0048969,2025-06-21,Customer complaint,Resolved,VALID
INC011004,D0048971,2025-06-18,Damaged parcel,Pending,VALID
INC011005,D0048972,2025-06-10,Vehicle breakdown,Resolved,VALID
INC011006,D0048974,2025-06-23,Vehicle breakdown,Resolved,VALID
INC011007,D0048976,2025-06-20,Damaged parcel,Escalated,VALID
INC011008,D0048977,2025-06-02,Vehicle breakdown,Resolved,VALID
INC011009,D0048978,2025-06-21,Damaged parcel,Resolved,VALID
INC011010,D0048980,2025-06-24,Damaged parcel,Resolved,VALID
INC011011,D0048985,2025-06-30,Late delivery,Pending,VALID
INC011012,D0048988,2025-06-16,Customer complaint,Resolved,VALID
INC011013,D0048989,2025-06-27,Damaged parcel,Pending,VALID
INC011014,D0048990,2025-06-20,Damaged parcel,Resolved,VALID
INC011015,D0048998,2025-06-09,Damaged parcel,Pending,VALID
INC011016,D0049012,2024-10-15,Wrong address,Resolved,VALID
INC011017,D0049016,2024-10-11,Customer complaint,Pending,VALID
INC011018,D0049026,2024-10-26,Late delivery,Resolved,VALID
INC011019,D0049034,2024-10-12,Vehicle breakdown,Resolved,VALID
INC011020,D0049043,2024-11-05,Damaged parcel,Resolved,VALID
INC011021,D0049044,2024-11-11,Customer complaint,Pending,VALID
INC011022,D0049048,2024-11-19,Late delivery,Escalated,VALID
INC011023,D0049061,2024-11-14,Vehicle breakdown,Resolved,VALID
INC011024,D0049075,2024-11-28,Customer complaint,Resolved,VALID
INC011025,D0049088,2024-12-18,Damaged parcel,Resolved,VALID
INC011026,D0049089,2024-12-13,Customer complaint,Resolved,VALID
INC011027,D0049090,2024-12-19,Wrong address,Resolved,VALID
INC011028,D0049091,2024-12-20,Late delivery,Resolved,VALID
INC011029,D0049097,2024-12-21,Wrong address,Resolved,VALID
INC011030,D0049104,2024-12-20,Lost parcel,Pending,VALID
INC011031,D0049109,2024-12-01,Late delivery,Resolved,VALID
INC011032,D0049110,2025-01-06,Customer complaint,Resolved,VALID
INC011033,D0049120,2025-01-23,Lost parcel,Resolved,VALID
INC011034,D0049123,2025-01-13,Late delivery,Resolved,VALID
INC011035,D0049128,2025-02-07,Customer complaint,Resolved,VALID
INC011036,D0049134,2025-02-12,Late delivery,Escalated,VALID
INC011037,D0049140,2025-03-14,Customer complaint,Resolved,VALID
INC011038,D0049144,2025-03-30,Wrong address,Resolved,VALID
INC011039,D0049145,2025-03-07,Late delivery,Resolved,VALID
INC011040,D0049148,2025-03-04,Damaged parcel,Escalated,VALID
INC011041,D0049151,2025-04-13,Vehicle breakdown,Resolved,VALID
INC011042,D0049159,2025-04-09,Damaged parcel,Resolved,VALID
INC011043,D0049160,2025-05-04,Lost parcel,Resolved,VALID
INC011044,D0049164,2025-05-06,Damaged parcel,Resolved,VALID
INC011045,D0049166,2025-06-20,Late delivery,Resolved,VALID
INC011046,D0049167,2025-06-12,Lost parcel,Resolved,VALID
INC011047,D0049170,2024-10-25,Vehicle breakdown,Resolved,VALID
INC011048,D0049174,2024-10-26,Wrong address,Resolved,VALID
INC011049,D0049175,2024-10-08,Damaged parcel,Pending,VALID
INC011050,D0049177,2024-10-30,Vehicle breakdown,Escalated,VALID
INC011051,D0049178,2024-10-27,Late delivery,Resolved,VALID
INC011052,D0049185,2024-10-20,Late delivery,Resolved,VALID
INC011053,D0049186,2024-10-19,Lost parcel,Resolved,VALID
INC011054,D0049198,2024-10-26,Vehicle breakdown,Resolved,VALID
INC011055,D0049201,2024-10-11,Late delivery,Resolved,VALID
INC011056,D0049208,2024-10-04,Lost parcel,Resolved,VALID
INC011057,D0049210,2024-10-18,Damaged parcel,Resolved,VALID
INC011058,D0049211,2024-10-14,Damaged parcel,Resolved,VALID
INC011059,D0049212,2024-10-09,Customer complaint,Resolved,VALID
INC011060,D0049218,2024-10-21,Late delivery,Resolved,VALID
INC011061,D0049229,2024-11-05,Lost parcel,Pending,VALID
INC011062,D0049230,2024-11-03,Customer complaint,Resolved,VALID
INC011063,D0049239,2024-11-29,Wrong address,Resolved,VALID
INC011064,D0049246,2024-11-08,Late delivery,Resolved,VALID
INC011065,D0049247,2024-11-10,Lost parcel,Resolved,VALID
INC011066,D0049249,2024-11-27,Wrong address,Resolved,VALID
INC011067,D0049250,2024-11-28,Vehicle breakdown,Resolved,VALID
INC011068,D0049253,2024-11-22,Customer complaint,Resolved,VALID
INC011069,D0049255,2024-11-18,Vehicle breakdown,Resolved,VALID
INC011070,D0049256,2024-11-19,Vehicle breakdown,Resolved,VALID
INC011071,D0049258,2024-11-18,Damaged parcel,Resolved,VALID
INC011072,D0049265,2024-11-08,Customer complaint,Resolved,VALID
INC011073,D0049267,2024-11-29,Vehicle breakdown,Resolved,VALID
INC011074,D0049269,2024-11-12,Vehicle breakdown,Pending,VALID
INC011075,D0049284,2024-11-10,Wrong address,Resolved,VALID
INC011076,D0049289,2024-12-29,Damaged parcel,Resolved,VALID
INC011077,D0049296,2024-12-19,Late delivery,Resolved,VALID
INC011078,D0049302,2024-12-21,Lost parcel,Resolved,VALID
INC011079,D0049307,2024-12-18,Customer complaint,Resolved,VALID
INC011080,D0049315,2024-12-11,Customer complaint,Resolved,VALID
INC011081,D0049316,2024-12-03,Customer complaint,Escalated,VALID
INC011082,D0049318,2024-12-24,Late delivery,Pending,VALID
INC011083,D0049319,2024-12-10,Wrong address,Resolved,VALID
INC011084,D0049320,2024-12-18,Damaged parcel,Resolved,VALID
INC011085,D0049323,2024-12-15,Customer complaint,Resolved,VALID
INC011086,D0049332,2024-12-17,Damaged parcel,Resolved,VALID
INC011087,D0049338,2024-12-07,Damaged parcel,Resolved,VALID
INC011088,D0049342,2024-12-18,Wrong address,Resolved,VALID
INC011089,D0049348,2024-12-19,Customer complaint,Resolved,VALID
INC011090,D0049350,2024-12-06,Damaged parcel,Pending,VALID
INC011091,D0049351,2024-12-25,Wrong address,Resolved,VALID
INC011092,D0049353,2024-12-30,Wrong address,Resolved,VALID
INC011093,D0049354,2024-12-19,Wrong address,Resolved,VALID
INC011094,D0049357,2024-12-09,Damaged parcel,Resolved,VALID
INC011095,D0049365,2025-01-03,Late delivery,Resolved,VALID
INC011096,D0049366,2025-01-16,Wrong address,Resolved,VALID
INC011097,D0049371,2025-01-23,Damaged parcel,Pending,VALID
INC011098,D0049377,2025-01-31,Damaged parcel,Escalated,VALID
INC011099,D0049379,2025-01-09,Damaged parcel,Resolved,VALID
INC011100,D0049381,2025-01-11,Customer complaint,Resolved,VALID
INC011101,D0049390,2025-01-09,Damaged parcel,Resolved,VALID
INC011102,D0049391,2025-01-13,Wrong address,Resolved,VALID
INC011103,D0049397,2025-01-09,Damaged parcel,Resolved,VALID
INC011104,D0049398,2025-01-31,Damaged parcel,Pending,VALID
INC011105,D0049399,2025-01-27,Vehicle breakdown,Resolved,VALID
INC011106,D0049402,2025-01-06,Late delivery,Pending,VALID
INC011107,D0049404,2025-02-08,Damaged parcel,Escalated,VALID
INC011108,D0049413,2025-02-01,Wrong address,Resolved,VALID
INC011109,D0049415,2025-02-24,Customer complaint,Escalated,VALID
INC011110,D0049416,2025-02-01,Damaged parcel,Resolved,VALID
INC011111,D0049419,2025-02-13,Damaged parcel,Resolved,VALID
INC011112,D0049420,2025-02-15,Vehicle breakdown,Resolved,VALID
INC011113,D0049426,2025-02-12,Late delivery,Resolved,VALID
INC011114,D0049429,2025-02-02,Lost parcel,Resolved,VALID
INC011115,D0049430,2025-02-20,Wrong address,Escalated,VALID
INC011116,D0049431,2025-02-01,Lost parcel,Pending,VALID
INC011117,D0049432,2025-02-27,Vehicle breakdown,Resolved,VALID
INC011118,D0049433,2025-02-07,Damaged parcel,Escalated,VALID
INC011119,D0049435,2025-02-05,Late delivery,Escalated,VALID
INC011120,D0049443,2025-02-18,Wrong address,Resolved,VALID
INC011121,D0049448,2025-02-20,Late delivery,Resolved,VALID
INC011122,D0049450,2025-02-10,Late delivery,Resolved,VALID
INC011123,D0049451,2025-02-27,Customer complaint,Resolved,VALID
INC011124,D0049455,2025-03-31,Damaged parcel,Resolved,VALID
INC011125,D0049457,2025-03-17,Vehicle breakdown,Resolved,VALID
INC011126,D0049480,2025-03-24,Damaged parcel,Resolved,VALID
INC011127,D0049488,2025-03-19,Late delivery,Resolved,VALID
INC011128,D0049491,2025-03-22,Damaged parcel,Resolved,VALID
INC011129,D0049493,2025-03-20,Damaged parcel,Resolved,VALID
INC011130,D0049494,2025-03-02,Late delivery,Resolved,VALID
INC011131,D0049501,2025-03-24,Wrong address,Resolved,VALID
INC011132,D0049505,2025-03-24,Late delivery,Resolved,VALID
INC011133,D0049517,2025-04-23,Damaged parcel,Resolved,VALID
INC011134,D0049530,2025-04-18,Customer complaint,Resolved,VALID
INC011135,D0049531,2025-04-14,Late delivery,Resolved,VALID
INC011136,D0049535,2025-04-17,Vehicle breakdown,Resolved,VALID
INC011137,D0049537,2025-04-29,Customer complaint,Resolved,VALID
INC011138,D0049547,2025-04-02,Vehicle breakdown,Resolved,VALID
INC011139,D0049551,2025-04-21,Late delivery,Resolved,VALID
INC011140,D0049556,2025-04-09,Customer complaint,Resolved,VALID
INC011141,D0049562,2025-04-23,Vehicle breakdown,Resolved,VALID
INC011142,D0049564,2025-04-06,Customer complaint,Pending,VALID
INC011143,D0049567,2025-04-17,Wrong address,Resolved,VALID
INC011144,D0049570,2025-04-29,Damaged parcel,Resolved,VALID
INC011145,D0049572,2025-04-20,Customer complaint,Resolved,VALID
INC011146,D0049575,2025-04-16,Damaged parcel,Resolved,VALID
INC011147,D0049578,2025-04-29,Damaged parcel,Resolved,VALID
INC011148,D0049589,2025-05-04,Customer complaint,Escalated,VALID
INC011149,D0049597,2025-05-16,Customer complaint,Escalated,VALID
INC011150,D0049607,2025-05-02,Vehicle breakdown,Resolved,VALID
INC011151,D0049608,2025-05-05,Wrong address,Resolved,VALID
INC011152,D0049611,2025-05-08,Damaged parcel,Escalated,VALID
INC011153,D0049615,2025-05-03,Customer complaint,Resolved,VALID
INC011154,D0049617,2025-05-07,Vehicle breakdown,Resolved,VALID
INC011155,D0049625,2025-05-11,Customer complaint,Escalated,VALID
INC011156,D0049633,2025-05-12,Late delivery,Resolved,VALID
INC011157,D0049636,2025-05-08,Customer complaint,Resolved,VALID
INC011158,D0049637,2025-05-24,Late delivery,Resolved,VALID
INC011159,D0049638,2025-05-31,Damaged parcel,Resolved,VALID
INC011160,D0049640,2025-05-05,Lost parcel,Escalated,VALID
INC011161,D0049642,2025-05-18,Customer complaint,Escalated,VALID
INC011162,D0049655,2025-06-13,Late delivery,Resolved,VALID
INC011163,D0049656,2025-06-07,Damaged parcel,Resolved,VALID
INC011164,D0049669,2025-06-27,Customer complaint,Resolved,VALID
INC011165,D0049675,2025-06-18,Customer complaint,Resolved,VALID
INC011166,D0049677,2025-06-22,Customer complaint,Resolved,VALID
INC011167,D0049679,2025-06-23,Damaged parcel,Resolved,VALID
INC011168,D0049680,2025-06-20,Late delivery,Resolved,VALID
INC011169,D0049681,2025-06-26,Damaged parcel,Resolved,VALID
INC011170,D0049682,2025-06-12,Late delivery,Resolved,VALID
INC011171,D0049685,2025-06-25,Customer complaint,Resolved,VALID
INC011172,D0049695,2025-06-01,Late delivery,Escalated,VALID
INC011173,D0049700,2025-06-19,Damaged parcel,Resolved,VALID
INC011174,D0049701,2025-06-26,Late delivery,Resolved,VALID
INC011175,D0049707,2025-06-16,Damaged parcel,Escalated,VALID
INC011176,D0049708,2025-06-17,Wrong address,Resolved,VALID
INC011177,D0049710,2025-06-02,Wrong address,Pending,VALID
INC011178,D0049714,2025-06-17,Customer complaint,Escalated,VALID
INC011179,D0049715,2025-06-22,Late delivery,Resolved,VALID
INC011180,D0049732,2024-10-15,Lost parcel,Escalated,VALID
INC011181,D0049735,2024-10-26,Late delivery,Resolved,VALID
INC011182,D0049743,2024-10-14,Vehicle breakdown,Resolved,VALID
INC011183,D0049747,2024-10-26,Damaged parcel,Escalated,VALID
INC011184,D0049751,2024-10-10,Wrong address,Resolved,VALID
INC011185,D0049756,2024-10-03,Late delivery,Resolved,VALID
INC011186,D0049757,2024-10-02,Damaged parcel,Resolved,VALID
INC011187,D0049758,2024-10-12,Customer complaint,Resolved,VALID
INC011188,D0049760,2024-10-30,Late delivery,Resolved,VALID
INC011189,D0049762,2024-10-15,Late delivery,Resolved,VALID
INC011190,D0049763,2024-10-18,Wrong address,Resolved,VALID
INC011191,D0049775,2024-10-08,Wrong address,Resolved,VALID
INC011192,D0049777,2024-10-30,Late delivery,Resolved,VALID
INC011193,D0049778,2024-10-29,Damaged parcel,Resolved,VALID
INC011194,D0049787,2024-10-02,Wrong address,Resolved,VALID
INC011195,D0049789,2024-10-06,Late delivery,Pending,VALID
INC011196,D0049790,2024-10-05,Customer complaint,Resolved,VALID
INC011197,D0049796,2024-11-16,Wrong address,Resolved,VALID
INC011198,D0049800,2024-11-27,Vehicle breakdown,Resolved,VALID
INC011199,D0049801,2024-11-28,Vehicle breakdown,Resolved,VALID
INC011200,D0049802,2024-11-11,Vehicle breakdown,Escalated,VALID
INC011201,D0049806,2024-11-11,Damaged parcel,Pending,VALID
INC011202,D0049811,2024-11-13,Customer complaint,Resolved,VALID
INC011203,D0049814,2024-11-27,Damaged parcel,Resolved,VALID
INC011204,D0049817,2024-11-05,Vehicle breakdown,Resolved,VALID
INC011205,D0049818,2024-11-12,Late delivery,Resolved,VALID
INC011206,D0049828,2024-11-06,Damaged parcel,Escalated,VALID
INC011207,D0049835,2024-11-16,Vehicle breakdown,Resolved,VALID
INC011208,D0049840,2024-11-26,Late delivery,Resolved,VALID
INC011209,D0049843,2024-11-13,Late delivery,Escalated,VALID
INC011210,D0049845,2024-11-14,Damaged parcel,Resolved,VALID
INC011211,D0049846,2024-11-25,Wrong address,Resolved,VALID
INC011212,D0049849,2024-12-07,Customer complaint,Resolved,VALID
INC011213,D0049851,2024-12-28,Vehicle breakdown,Pending,VALID
INC011214,D0049857,2024-12-09,Vehicle breakdown,Resolved,VALID
INC011215,D0049858,2024-12-01,Customer complaint,Resolved,VALID
INC011216,D0049860,2024-12-19,Customer complaint,Resolved,VALID
INC011217,D0049867,2024-12-31,Customer complaint,Resolved,VALID
INC011218,D0049873,2024-12-03,Customer complaint,Resolved,VALID
INC011219,D0049875,2024-12-12,Wrong address,Resolved,VALID
INC011220,D0049877,2024-12-21,Damaged parcel,Pending,VALID
INC011221,D0049878,2024-12-25,Late delivery,Resolved,VALID
INC011222,D0049883,2024-12-17,Lost parcel,Resolved,VALID
INC011223,D0049885,2024-12-19,Late delivery,Resolved,VALID
INC011224,D0049886,2024-12-18,Customer complaint,Resolved,VALID
INC011225,D0049887,2024-12-04,Late delivery,Escalated,VALID
INC011226,D0049892,2024-12-17,Customer complaint,Resolved,VALID
INC011227,D0049893,2024-12-13,Wrong address,Resolved,VALID
INC011228,D0049902,2024-12-25,Vehicle breakdown,Resolved,VALID
INC011229,D0049907,2025-01-30,Late delivery,Resolved,VALID
INC011230,D0049911,2025-01-21,Wrong address,Pending,VALID
INC011231,D0049926,2025-01-13,Lost parcel,Resolved,VALID
INC011232,D0049928,2025-01-02,Late delivery,Resolved,VALID
INC011233,D0049929,2025-01-25,Late delivery,Resolved,VALID
INC011234,D0049935,2025-01-11,Late delivery,Resolved,VALID
INC011235,D0049944,2025-02-15,Customer complaint,Resolved,VALID
INC011236,D0049950,2025-02-23,Customer complaint,Resolved,VALID
INC011237,D0049953,2025-02-22,Damaged parcel,Resolved,VALID
INC011238,D0049959,2025-02-21,Customer complaint,Resolved,VALID
INC011239,D0049960,2025-02-08,Damaged parcel,Resolved,VALID
INC011240,D0049961,2025-02-27,Customer complaint,Resolved,VALID
INC011241,D0049962,2025-02-18,Damaged parcel,Pending,VALID
INC011242,D0049963,2025-02-15,Vehicle breakdown,Resolved,VALID
INC011243,D0049970,2025-02-01,Customer complaint,Resolved,VALID
INC011244,D0049972,2025-02-03,Customer complaint,Resolved,VALID
INC011245,D0049985,2025-03-16,Damaged parcel,Resolved,VALID
INC011246,D0049986,2025-03-05,Customer complaint,Resolved,VALID
INC011247,D0049987,2025-03-03,Late delivery,Escalated,VALID
INC011248,D0049992,2025-03-12,Damaged parcel,Resolved,VALID
INC011249,D0049998,2025-03-12,Late delivery,Resolved,VALID
INC011250,D0049999,2025-03-18,Damaged parcel,Escalated,VALID
INC011251,D0050000,2025-03-27,Damaged parcel,Resolved,VALID
INC011252,D0050007,2025-03-16,Customer complaint,Resolved,VALID
INC011253,D0050009,2025-04-24,Lost parcel,Resolved,VALID
INC011254,D0050012,2025-04-22,Late delivery,Escalated,VALID
INC011255,D0050013,2025-04-24,Wrong address,Resolved,VALID
INC011256,D0050021,2025-04-13,Vehicle breakdown,Resolved,VALID
INC011257,D0050023,2025-04-27,Vehicle breakdown,Resolved,VALID
INC011258,D0050036,2025-04-30,Late delivery,Resolved,VALID
INC011259,D0050045,2025-04-22,Customer complaint,Resolved,VALID
INC011260,D0050047,2025-04-05,Customer complaint,Resolved,VALID
INC011261,D0050054,2025-05-18,Damaged parcel,Escalated,VALID
INC011262,D0050060,2025-05-03,Wrong address,Resolved,VALID
INC011263,D0050061,2025-05-07,Customer complaint,Resolved,VALID
INC011264,D0050064,2025-05-21,Damaged parcel,Escalated,VALID
INC011265,D0050071,2025-05-20,Late delivery,Resolved,VALID
INC011266,D0050078,2025-05-26,Late delivery,Resolved,VALID
INC011267,D0050079,2025-05-07,Wrong address,Resolved,VALID
INC011268,D0050080,2025-05-26,Customer complaint,Resolved,VALID
INC011269,D0050082,2025-05-26,Damaged parcel,Resolved,VALID
INC011270,D0050086,2025-05-10,Damaged parcel,Pending,VALID
INC011271,D0050087,2025-05-07,Damaged parcel,Resolved,VALID
INC011272,D0050088,2025-05-23,Lost parcel,Pending,VALID
INC011273,D0050092,2025-05-29,Wrong address,Resolved,VALID
INC011274,D0050098,2025-06-29,Damaged parcel,Resolved,VALID
INC011275,D0050101,2025-06-09,Damaged parcel,Resolved,VALID
INC011276,D0050120,2025-06-06,Late delivery,Escalated,VALID
INC011277,D0050123,2025-06-09,Wrong address,Resolved,VALID
INC011278,D0050124,2025-06-24,Late delivery,Escalated,VALID
INC011279,D0050128,2025-06-17,Wrong address,Resolved,VALID
INC011280,D0050136,2024-10-27,Vehicle breakdown,Resolved,VALID
INC011281,D0050145,2024-10-30,Damaged parcel,Resolved,VALID
INC011282,D0050148,2024-10-06,Vehicle breakdown,Escalated,VALID
INC011283,D0050149,2024-10-29,Wrong address,Resolved,VALID
INC011284,D0050155,2024-10-11,Vehicle breakdown,Resolved,VALID
INC011285,D0050168,2024-10-31,Late delivery,Pending,VALID
INC011286,D0050169,2024-10-01,Customer complaint,Resolved,VALID
INC011287,D0050170,2024-10-11,Late delivery,Resolved,VALID
INC011288,D0050172,2024-10-28,Wrong address,Pending,VALID
INC011289,D0050174,2024-10-05,Damaged parcel,Pending,VALID
INC011290,D0050175,2024-10-24,Late delivery,Resolved,VALID
INC011291,D0050194,2024-10-03,Late delivery,Resolved,VALID
INC011292,D0050199,2024-10-31,Customer complaint,Resolved,VALID
INC011293,D0050200,2024-10-21,Customer complaint,Resolved,VALID
INC011294,D0050207,2024-10-27,Wrong address,Resolved,VALID
INC011295,D0050208,2024-10-04,Vehicle breakdown,Resolved,VALID
INC011296,D0050213,2024-10-07,Customer complaint,Resolved,VALID
INC011297,D0050214,2024-10-05,Customer complaint,Resolved,VALID
INC011298,D0050220,2024-10-24,Damaged parcel,Resolved,VALID
INC011299,D0050221,2024-10-23,Customer complaint,Resolved,VALID
INC011300,D0050223,2024-10-18,Wrong address,Escalated,VALID
INC011301,D0050225,2024-10-23,Lost parcel,Resolved,VALID
INC011302,D0050229,2024-10-15,Damaged parcel,Resolved,VALID
INC011303,D0050230,2024-10-26,Wrong address,Resolved,VALID
INC011304,D0050233,2024-10-22,Wrong address,Resolved,VALID
INC011305,D0050239,2024-10-03,Damaged parcel,Resolved,VALID
INC011306,D0050245,2024-10-29,Damaged parcel,Escalated,VALID
INC011307,D0050248,2024-10-22,Customer complaint,Resolved,VALID
INC011308,D0050250,2024-10-08,Lost parcel,Resolved,VALID
INC011309,D0050258,2024-10-13,Damaged parcel,Resolved,VALID
INC011310,D0050270,2024-10-16,Damaged parcel,Resolved,VALID
INC011311,D0050279,2024-10-05,Customer complaint,Pending,VALID
INC011312,D0050280,2024-10-16,Damaged parcel,Pending,VALID
INC011313,D0050284,2024-11-18,Wrong address,Resolved,VALID
INC011314,D0050291,2024-11-10,Customer complaint,Resolved,VALID
INC011315,D0050293,2024-11-11,Vehicle breakdown,Resolved,VALID
INC011316,D0050294,2024-11-08,Wrong address,Resolved,VALID
INC011317,D0050297,2024-11-29,Damaged parcel,Resolved,VALID
INC011318,D0050309,2024-11-11,Wrong address,Resolved,VALID
INC011319,D0050312,2024-11-06,Customer complaint,Resolved,VALID
INC011320,D0050315,2024-11-19,Damaged parcel,Resolved,VALID
INC011321,D0050319,2024-11-13,Late delivery,Resolved,VALID
INC011322,D0050321,2024-11-14,Damaged parcel,Resolved,VALID
INC011323,D0050327,2024-11-29,Wrong address,Resolved,VALID
INC011324,D0050330,2024-11-22,Late delivery,Resolved,VALID
INC011325,D0050333,2024-11-29,Vehicle breakdown,Resolved,VALID
INC011326,D0050336,2024-11-12,Vehicle breakdown,Pending,VALID
INC011327,D0050337,2024-11-20,Vehicle breakdown,Resolved,VALID
INC011328,D0050343,2024-11-23,Customer complaint,Resolved,VALID
INC011329,D0050345,2024-11-09,Damaged parcel,Resolved,VALID
INC011330,D0050346,2024-11-15,Damaged parcel,Pending,VALID
INC011331,D0050350,2024-11-04,Customer complaint,Resolved,VALID
INC011332,D0050357,2024-11-24,Damaged parcel,Resolved,VALID
INC011333,D0050360,2024-11-30,Damaged parcel,Resolved,VALID
INC011334,D0050364,2024-11-21,Late delivery,Resolved,VALID
INC011335,D0050368,2024-11-13,Lost parcel,Resolved,VALID
INC011336,D0050375,2024-11-05,Damaged parcel,Pending,VALID
INC011337,D0050378,2024-11-12,Damaged parcel,Resolved,VALID
INC011338,D0050380,2024-11-19,Customer complaint,Resolved,VALID
INC011339,D0050385,2024-11-19,Damaged parcel,Resolved,VALID
INC011340,D0050401,2024-11-23,Customer complaint,Resolved,VALID
INC011341,D0050407,2024-11-22,Damaged parcel,Resolved,VALID
INC011342,D0050412,2024-11-11,Late delivery,Resolved,VALID
INC011343,D0050423,2024-12-23,Damaged parcel,Resolved,VALID
INC011344,D0050450,2024-12-19,Damaged parcel,Pending,VALID
INC011345,D0050452,2024-12-10,Lost parcel,Resolved,VALID
INC011346,D0050454,2024-12-25,Late delivery,Resolved,VALID
INC011347,D0050468,2024-12-06,Wrong address,Escalated,VALID
INC011348,D0050473,2024-12-21,Late delivery,Resolved,VALID
INC011349,D0050475,2024-12-15,Damaged parcel,Resolved,VALID
INC011350,D0050477,2024-12-08,Customer complaint,Resolved,VALID
INC011351,D0050479,2024-12-13,Lost parcel,Escalated,VALID
INC011352,D0050480,2024-12-14,Late delivery,Resolved,VALID
INC011353,D0050490,2024-12-15,Wrong address,Escalated,VALID
INC011354,D0050508,2024-12-08,Customer complaint,Pending,VALID
INC011355,D0050511,2024-12-24,Damaged parcel,Resolved,VALID
INC011356,D0050519,2024-12-03,Customer complaint,Resolved,VALID
INC011357,D0050520,2024-12-23,Late delivery,Pending,VALID
INC011358,D0050527,2024-12-24,Customer complaint,Resolved,VALID
INC011359,D0050528,2024-12-07,Damaged parcel,Resolved,VALID
INC011360,D0050530,2024-12-18,Damaged parcel,Resolved,VALID
